,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
2031,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2032,Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
2033,Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
2034,Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,
2035,Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,
4221,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2704,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2036,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,inflammatory nails,
2038,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2039,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2581,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3196,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2950,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3442,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3893,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3647,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3852,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3155,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2037,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,
2540,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3565,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2745,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4016,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4098,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3319,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1629,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1628,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1627,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,
1626,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,inflammatory nails,
2786,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1625,Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,
1624,Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,
3934,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1623,Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
1621,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1620,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3524,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2827,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4139,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2868,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3483,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3975,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4180,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2909,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1622,Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
3811,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4057,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2448,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2991,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1219,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1218,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1217,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,
3770,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2499,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1216,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,inflammatory nails,
1211,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1212,Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
3729,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1213,Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
3401,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1215,Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,
1214,Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,
2449,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3688,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3032,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
1210,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4918,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2440,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4303,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2443,Psoriasis,skin rash,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
2442,Psoriasis,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,
2441,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3114,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3073,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
2444,Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,
2447,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,
2445,Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,
4344,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
4262,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
3360,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails
255,Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness
256,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness
257,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness
1891,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1890,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
254,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness
1899,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
258,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1898,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1897,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness
3264,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3715,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4822,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
253,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness
1892,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness
259,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1895,Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness
252,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness
1894,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness
251,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4002,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
250,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4535,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1893,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness
1896,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness
2300,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4699,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2485,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2309,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
662,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness
661,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2308,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
660,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2307,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness
2306,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness
3633,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
663,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness
2567,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2305,Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness
2304,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness
3879,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3797,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2303,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness
3838,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2302,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness
4658,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3182,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4617,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
664,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness
665,Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness
3551,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2731,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3961,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2301,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4576,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2690,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3674,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3592,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4781,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2649,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2608,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3920,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3756,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4740,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2526,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
669,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
668,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
667,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness
4043,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3346,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
666,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness
2772,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3469,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2813,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3510,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4289,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1481,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1079,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1078,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2854,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1482,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness
4166,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1070,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3141,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4863,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1483,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness
1487,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness
1077,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,breathlessness
4207,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1076,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness
1484,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness
1071,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4453,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1072,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness
1073,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness
1489,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1485,Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness
4412,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1075,Tuberculosis,chills,vomiting,fatigue,cough,high fever,breathlessness
1074,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness
1488,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2895,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
2977,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1486,Tuberculosis,chills,vomiting,fatigue,weight loss,high fever,breathlessness
2936,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4248,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3428,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4904,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4371,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4330,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3018,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3387,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
1480,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4125,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3100,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4084,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3305,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3223,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4494,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
3059,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever
4241,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1005,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1006,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3872,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1004,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
592,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
598,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1007,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
597,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
596,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3175,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1008,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1009,Typhoid,chills,fatigue,high fever,headache,nausea,constipation
595,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2560,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
594,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
593,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
599,Typhoid,chills,fatigue,high fever,headache,nausea,constipation
591,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation
4077,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2230,Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation
3011,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3667,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4692,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3749,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4897,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4323,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2519,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3052,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2478,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3339,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3380,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4364,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3093,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3257,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4733,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3831,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3421,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3216,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4651,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2231,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation
2232,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2233,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2234,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2235,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3790,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1003,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2237,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2238,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2239,Typhoid,chills,fatigue,high fever,headache,nausea,constipation
4405,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4282,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2970,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2236,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3298,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1002,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1000,Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation
186,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3708,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
187,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2765,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
188,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
189,Typhoid,chills,fatigue,high fever,headache,nausea,constipation
4487,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2806,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3544,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1001,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation
2847,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4856,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4159,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3995,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2888,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4118,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4815,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
180,Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation
1828,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
183,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
184,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
182,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4036,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1820,Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation
1821,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation
1822,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1823,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1824,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1825,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
181,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation
185,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1826,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1827,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4528,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1829,Typhoid,chills,fatigue,high fever,headache,nausea,constipation
3134,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3503,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
590,Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation
3462,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4446,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4774,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1419,Typhoid,chills,fatigue,high fever,headache,nausea,constipation
1418,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1417,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2642,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1416,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3913,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1415,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3585,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3626,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1413,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1414,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2601,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4610,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2929,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1412,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1411,Typhoid,chills,vomiting,fatigue,high fever,headache,constipation
2724,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
1410,Typhoid,chills,vomiting,fatigue,high fever,nausea,constipation
4569,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
2683,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3954,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
4200,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea
3031,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2498,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3154,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4917,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3072,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3359,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3687,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3113,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3277,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2949,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3400,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2580,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2744,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2785,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2908,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
380,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3482,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2867,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
381,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3564,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2539,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2703,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2826,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4794,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4753,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3441,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4835,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3523,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2662,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3605,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
382,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
383,Urinary,burning micturition,foul smell of,continuous feel of urine,,,
2990,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
384,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
385,Urinary,burning micturition,bladder discomfort,foul smell of,,,
386,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
387,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
2621,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
389,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
4876,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3646,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
388,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
1201,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4712,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4507,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4097,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4056,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4015,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
799,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
798,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
797,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
